Gene	logFC	logCPM	PValue	FDR		Gene	B56	B57	B58	Y59	Y60	Y61	Y62		Comparison	of	groups:	Yaa-B6
Gpm6a	2.97E+00	1.445671864	1.41E-21	1.06E-19		Gpm6a	0.566825088	0.677103374	0.453026433	4.028686691	5.765307278	3.670606206	3.996799097					
C1qa	-9.54E-01	6.584710408	1.52E-21	1.13E-19		C1qa	105.3664858	145.2694511	154.0289873	68.85391799	70.23831671	72.87821776	58.2866535					
Rab9	1.11E+00	4.715719612	1.55E-21	1.15E-19		Rab9	15.87110246	15.01938393	17.6680309	34.67112182	34.24030054	32.70176438	33.43988578					
Ly6c2	9.20E-01	7.099020076	1.67E-21	1.23E-19		Ly6c2	86.85019959	98.17998922	92.74098272	193.8042461	167.3345283	184.8650762	132.3606634					
Gm12824	2.83E+00	1.956626227	1.67E-21	1.23E-19		Gm12824	0.94470848	0.86176793	0.841334805	4.883256595	5.905924528	4.73841892	8.992797968					
Ppapdc1b	1.33E+00	4.232522848	1.99E-21	1.45E-19		Ppapdc1b	9.069201408	11.01831854	10.74319828	23.13442812	29.38900539	24.22600096	23.84756794					
Whsc1	8.05E-01	6.813592378	2.59E-21	1.87E-19		Whsc1	81.30790984	73.98893231	85.2984056	122.7528627	144.5545337	124.6003961	153.0107921					
Incenp	9.56E-01	6.408443508	2.63E-21	1.89E-19		Incenp	52.27386922	49.92098511	66.65960377	95.40662572	114.1108989	93.96751887	120.6367194					
Tap1	7.70E-01	8.646663261	3.05E-21	2.18E-19		Tap1	327.2470175	286.1069529	259.1311199	508.041808	458.2716199	453.4867122	503.3302329					
Pipox	3.15E+00	1.176774361	3.60E-21	2.56E-19		Pipox	0.566825088	0.55399367	0.129436124	3.113076079	4.21851752	3.203438143	4.130025733					
Gbp4	7.69E-01	7.478708731	3.75E-21	2.65E-19		Gbp4	142.2101165	128.5880862	118.110463	237.9977183	203.4731617	197.4118756	216.7597377					
Il1b	-1.49E+00	5.700943536	4.14E-21	2.91E-19		Il1b	52.52579149	85.99212849	113.1918903	31.25284221	30.09209164	32.10111973	21.71594176					
Cacna1s	1.91E+00	2.833593035	5.85E-21	4.09E-19		Cacna1s	2.330280917	3.016187757	3.106466972	9.156106116	12.58524394	9.543576135	10.1918377					
Nrbp2	2.40E+00	2.20451232	6.39E-21	4.45E-19		Nrbp2	1.070669611	1.600426157	1.423797362	6.226152159	6.398084906	6.006446519	9.525704514					
Parp9	8.47E-01	6.727779413	8.52E-21	5.89E-19		Parp9	70.97909713	72.01917704	80.12096065	151.0147102	114.5327507	133.3431127	117.4392801					
Oas1g	2.94E+00	1.515023245	9.47E-21	6.51E-19		Oas1g	0.503844523	0.615548522	0.711898681	5.798867207	3.726357143	5.072110394	3.530505869					
Lgals3bp	8.55E-01	6.737920474	9.87E-21	6.75E-19		Lgals3bp	67.45218547	77.12822978	78.95603553	149.4276518	128.735093	134.544402	108.5797088					
Pole	9.61E-01	5.655123131	1.09E-20	7.42E-19		Pole	30.79749645	30.71587124	38.44252878	57.31722428	69.18368733	56.86102704	68.74494447					
Top1	7.27E-01	7.604687298	1.24E-20	8.41E-19		Top1	142.6509805	136.4671073	152.669908	207.2332017	259.157593	220.5700638	240.474079					
Kif20a	1.42E+00	4.857564478	1.35E-20	9.10E-19		Kif20a	12.3441908	12.49563499	20.64506175	35.40361031	42.25548383	34.37022175	44.76414988					
Uhrf1	1.26E+00	6.426503077	1.70E-20	1.14E-18		Uhrf1	42.25995934	39.57976995	64.07088129	97.11576553	125.6415135	91.96537003	138.9553819					
Hmgb2	1.02E+00	8.181523604	1.78E-20	1.19E-18		Hmgb2	170.677332	157.7650861	230.3963004	321.1351618	409.7586685	316.6732081	417.9319589					
Hmgn2	6.90E-01	7.895870667	1.79E-20	1.19E-18		Hmgn2	178.7388444	170.6300502	188.4589963	255.6384827	298.3194973	271.4913827	299.8265456					
Gapdh	7.10E-01	7.924651464	1.93E-20	1.27E-18		Gapdh	170.4883904	180.8481557	192.7951064	276.0871197	289.5309191	264.3503851	322.2752338					
I830012O16Rik	2.52E+00	3.170393557	3.82E-20	2.50E-18		I830012O16Rik	2.393261483	2.27752953	2.847594724	20.63175911	9.140121294	16.2174056	8.992797968					
Npas4	2.57E+00	1.572175765	4.34E-20	2.83E-18		Npas4	0.755766784	0.923322783	0.711898681	4.700134473	4.359134771	3.937559385	5.462292099					
H2-Q8	7.73E-01	7.729618566	4.56E-20	2.96E-18		H2-Q8	169.1657985	143.2996959	149.3692869	259.2398845	221.0503181	256.5420046	282.0407896					
Sycp2	-3.10E+00	2.00676053	4.78E-20	3.09E-18		Sycp2	3.212008832	11.01831854	10.41960797	0.732488489	0.914012129	1.134551009	0.932586456					
Espl1	1.31E+00	5.169362857	5.60E-20	3.59E-18		Espl1	16.24898586	16.80447464	26.53440538	40.59207045	52.59085175	43.24641494	55.08921422					
Pif1	1.98E+00	3.41256226	6.07E-20	3.88E-18		Pif1	3.904795051	2.462194087	5.824625572	12.94062998	16.52252695	14.28199506	18.38527585					
Creb3l2	1.09E+00	5.27084246	7.12E-20	4.53E-18		Creb3l2	22.10617843	25.91459277	23.36322035	43.76618723	61.59035579	50.72110394	42.23284379					
Kif11	1.54E+00	6.12387507	7.40E-20	4.68E-18		Kif11	24.49943991	25.54526365	52.22747596	83.44264707	108.7674434	84.8911108	106.314856					
Gadd45b	9.19E-01	5.146946013	7.90E-20	4.97E-18		Gadd45b	24.24751765	23.20617927	24.33399128	41.93496601	46.8958531	42.84598517	44.23124334					
Cdca3	1.56E+00	5.1224673	9.10E-20	5.70E-18		Cdca3	14.04466607	12.80340925	23.29850229	35.83089527	59.83264016	42.64577028	54.42308104					
Stmn1	1.10E+00	6.553323867	9.55E-20	5.95E-18		Stmn1	51.39214131	48.56677837	73.71387252	102.3042257	133.7270054	104.178478	141.2202348					
Ncaph	1.46E+00	4.966750225	1.39E-19	8.61E-18		Ncaph	13.9816855	11.94164132	22.00414105	36.25818022	48.86449461	36.1721557	48.89417562					
Clspn	1.57E+00	5.244172763	1.55E-19	9.55E-18		Clspn	14.54851059	13.23429322	26.66384151	44.01035006	62.29344205	43.713583	59.68553318					
Sdf2l1	9.75E-01	5.282992583	1.64E-19	1.01E-17		Sdf2l1	23.11386748	25.29904424	28.21707499	44.55971643	56.5984434	48.38526362	45.96318961					
Ppa1	9.87E-01	5.027915588	1.66E-19	1.02E-17		Ppa1	19.0831113	22.22130164	22.58660361	40.04270408	45.98184097	37.03975353	41.10041738					
Ezh2	8.64E-01	6.10721541	1.75E-19	1.06E-17		Ezh2	46.92052117	43.8886096	52.55106627	78.25418693	90.76843531	73.612339	95.52349841					
Oas3	1.79E+00	5.682703461	1.85E-19	1.12E-17		Oas3	13.79274381	21.97508223	30.15861685	98.39762039	54.77041914	85.35827886	52.55790812					
Itgb8	2.75E+00	1.29794138	1.90E-19	1.14E-17		Itgb8	0.818747349	0.55399367	0.388308371	3.967645983	3.796665768	3.270176438	4.463092325					
Fscn1	1.33E+00	4.377777459	1.91E-19	1.15E-17		Fscn1	14.23360776	10.89520883	9.060528668	31.25284221	27.56098113	24.82664561	27.17823386					
Jun	1.17E+00	4.290886731	1.94E-19	1.16E-17		Jun	11.90332685	12.00319617	11.00207052	26.85791127	27.209438	24.15926266	23.64772799					
C330027C09Rik	1.32E+00	4.767896394	1.97E-19	1.17E-17		C330027C09Rik	12.59611307	13.48051263	18.76823795	31.13076079	44.15381671	31.63395167	38.50249797					
Fam84a	3.86E+00	0.539445118	2.20E-19	1.30E-17		Fam84a	0.251922261	0	0.258872248	1.892261931	2.812345013	2.135625429	2.930986004					
Gm14446	1.51E+00	5.20278483	2.44E-19	1.43E-17		Gm14446	16.94177207	18.71267506	19.48013664	65.80188262	41.97424933	60.19794178	33.1734325					
Mcm6	9.07E-01	7.471769964	2.57E-19	1.50E-17		Mcm6	108.5784946	105.1356875	147.5571812	197.7718921	240.5961159	195.3429885	243.604905					
Tacc3	1.07E+00	5.615352149	2.68E-19	1.56E-17		Tacc3	29.53788514	25.17593454	37.47175785	54.26518891	69.74615633	56.32712069	69.74414424					
Parp14	7.57E-01	8.035907868	2.71E-19	1.57E-17		Parp14	191.2719769	190.8200417	194.5424941	359.2245633	271.4616024	327.2178587	296.362653					
Gstt1	3.12E+00	1.294021638	2.88E-19	1.66E-17		Gstt1	0.503844523	0.246219409	0.647180619	3.052035372	5.484072776	3.003223259	4.329865688					
5730590G19Rik	1.52E+00	4.076306986	3.77E-19	2.17E-17		5730590G19Rik	8.691318016	6.771033739	9.448837039	19.65510779	28.33437601	18.88693739	26.04580745					
Plk1	1.53E+00	4.874451362	3.94E-19	2.25E-17		Plk1	10.76967667	11.38764765	21.03337012	33.51134838	46.05214959	37.03975353	44.76414988					
Ifi44	1.71E+00	5.434655422	4.28E-19	2.43E-17		Ifi44	14.80043285	21.54419826	21.7452688	87.71549659	45.13813747	69.20761156	40.50089751					
Gm4902	1.01E+00	5.507109453	4.37E-19	2.47E-17		Gm4902	31.4273021	29.7309936	26.92271376	65.25251625	48.93480323	64.66940752	50.22644198					
Ckap4	1.07E+00	5.881424924	5.37E-19	3.03E-17		Ckap4	30.23067136	43.33461593	36.6951411	60.7355039	90.55750943	82.08810242	67.87897133					
Trpm2	-8.55E-01	6.020561384	5.52E-19	3.10E-17		Trpm2	73.30937805	92.14761371	100.4424321	47.85591463	48.0207911	50.92131882	43.29865688					
Gm12070	6.89E-01	8.543553886	6.96E-19	3.89E-17		Gm12070	272.3279645	281.7365584	289.4191729	426.7355857	451.5219919	387.4158005	495.6697013					
Isg15	1.77E+00	4.157200267	7.03E-19	3.91E-17		Isg15	5.038445226	7.879021078	10.16073572	31.86324928	21.0925876	28.6974667	19.45108894					
Apol7c	-1.32E+00	4.429665034	7.41E-19	4.11E-17		Apol7c	38.29218372	27.69968348	33.91226444	16.90827596	12.79616981	11.2120335	10.52490429					
Troap	1.81E+00	2.864068483	8.28E-19	4.57E-17		Troap	3.463931093	2.339084383	3.365339219	8.728821164	11.67123181	9.810529314	11.59071738					
Stil	1.66E+00	3.719244338	9.41E-19	5.17E-17		Stil	5.605270314	4.493504209	8.025039677	16.54203172	20.03795822	15.68349924	21.58271512					
Rpn1	7.03E-01	7.520505973	9.54E-19	5.22E-17		Rpn1	132.4481289	136.2824427	142.9621988	194.3536125	252.6891995	215.0307854	208.6329129					
Car13	1.91E+00	2.811439177	1.13E-18	6.17E-17		Car13	2.582203179	2.646858644	3.106466972	8.911943286	11.67123181	7.808380474	12.3900772					
Polh	9.38E-01	5.278313949	1.34E-18	7.28E-17		Polh	24.37347878	25.42215395	28.02292081	44.19347218	53.57517251	43.37989152	52.29145485					
H13	7.39E-01	7.505521562	1.37E-18	7.40E-17		H13	126.4019946	139.4217402	134.3546965	198.3822992	257.0483342	219.9694192	193.3118497					
5830416P10Rik	-7.85E-01	6.651024202	1.56E-18	8.37E-17		5830416P10Rik	112.7352119	158.2575249	132.2190005	80.63477452	72.55850135	76.28187079	73.14142347					
E2f7	1.94E+00	2.938423883	1.96E-18	1.05E-16		E2f7	2.330280917	2.339084383	4.336110148	9.400268945	11.1087628	10.61138885	13.45589029					
Kif2c	1.70E+00	4.120404625	2.39E-18	1.27E-16		Kif2c	6.675939925	5.293717287	11.3903789	20.87592194	27.42036388	21.15603941	28.51050022					
Ube2s	7.98E-01	6.308484115	2.59E-18	1.37E-16		Ube2s	54.22626675	52.13695979	63.81200904	86.12843819	104.4786172	87.62738088	105.3156562					
Gm6455	4.80E+00	0.088947849	3.01E-18	1.59E-16		Gm6455	0.125961131	0	0.064718062	1.953302638	1.968641509	1.401504188	1.998399548					
Ccr1	-1.41E+00	4.522657633	3.16E-18	1.66E-16		Ccr1	22.86194522	42.59595771	43.29638342	12.39126361	13.28833019	14.21525676	13.18943702					
Socs1	1.21E+00	4.124856568	3.66E-18	1.92E-16		Socs1	10.07689045	10.27966031	10.22545378	25.20981217	21.23320485	20.75560964	24.0474079					
Cr2	-6.73E-01	9.534257582	4.24E-18	2.21E-16		Cr2	1071.614319	962.4716686	838.9402366	574.3320163	546.0167844	595.9729713	616.772714					
Mki67	1.59E+00	9.008839532	4.71E-18	2.45E-16		Mki67	175.904719	171.8611473	384.8135961	576.468441	836.5320242	625.0041294	813.7482961					
F630043A04Rik	1.66E+00	2.963479567	4.87E-18	2.52E-16		F630043A04Rik	3.149028267	3.200852313	4.336110148	9.76651319	12.02277493	10.21095908	11.92378397					
Lrrc59	6.59E-01	6.564150036	5.04E-18	2.60E-16		Lrrc59	67.89304943	73.06560953	76.04372275	104.3796097	119.7355889	107.1149629	113.1760278					
Ccdc67	5.30E+00	0.04020822	5.12E-18	2.63E-16		Ccdc67	0.125961131	0	0	1.587058393	1.546789757	1.401504188	2.597919413					
H2-Gs10	7.04E-01	9.253852572	5.93E-18	3.03E-16		H2-Gs10	522.48677	438.455212	409.8594861	730.9624716	676.0174326	697.8156089	783.5724629					
Abcg3	-8.79E-01	5.915979172	6.13E-18	3.12E-16		Abcg3	74.50600879	84.57636689	90.15226024	49.2598509	44.99752021	46.51659137	34.03940564					
Mad2l1	1.09E+00	5.181055869	6.58E-18	3.34E-16		Mad2l1	21.53935334	19.51288814	26.27553314	38.27252356	52.94239488	42.17860222	52.69113476					
Ada	1.12E+00	4.327986592	6.94E-18	3.50E-16		Ada	11.71438515	12.8649641	12.10227758	23.25650953	29.52962264	24.9601222	26.04580745					
Fcna	-1.00E+00	6.30886116	7.15E-18	3.60E-16		Fcna	80.74108475	118.8008647	139.1438331	54.32622962	59.41078841	56.86102704	48.49449571					
Ncr1	-1.15E+00	4.520217271	8.16E-18	4.08E-16		Ncr1	30.41961305	31.45452946	40.06048032	16.60307242	16.24129245	14.68242482	11.72394402					
Sp140	6.61E-01	7.371167963	8.53E-18	4.25E-16		Sp140	137.7384964	124.6485757	116.4925114	181.9623489	195.6689043	186.8004867	212.7629386					
Sec61a1	6.16E-01	7.794185687	9.02E-18	4.48E-16		Sec61a1	166.2686925	174.0155671	178.6865689	242.0874457	284.0468464	253.0716133	252.397863					
Arhgap8	4.01E+00	0.28236729	9.15E-18	4.53E-16		Arhgap8	0.062980565	0.184664557	0.129436124	1.770180516	2.249876011	1.534980777	2.664532731					
Tnfsf8	1.06E+00	5.042729285	9.27E-18	4.57E-16		Tnfsf8	17.63455829	22.89840501	21.7452688	43.58306511	41.27116307	34.17000686	48.8275623					
Hmox1	-9.46E-01	8.228085754	9.64E-18	4.73E-16		Hmox1	313.8951376	465.8471213	482.4084335	219.5634247	236.1666725	222.638951	169.730735					
Klri2	-1.37E+00	3.746890867	1.04E-17	5.10E-16		Klri2	16.56388868	21.1133143	25.17532608	8.179454797	7.874566038	7.608165591	7.793758239					
Cnr1	-1.08E+00	4.917958675	1.57E-17	7.65E-16		Cnr1	33.37969963	46.10458428	52.1627579	19.22782284	20.31919272	21.75668406	19.51770226					
Rad51	1.52E+00	4.182501894	1.60E-17	7.77E-16		Rad51	8.061512362	6.524814331	12.29643176	21.66945114	28.05314151	21.2227777	28.91018013					
Psmb8	6.11E-01	8.171911825	1.61E-17	7.77E-16		Psmb8	244.3016129	219.6892674	212.5341153	336.4563794	334.4581307	319.8766463	346.3226417					
Nes	4.45E+00	0.149294512	1.73E-17	8.32E-16		Nes	0.125961131	0.123109704	0	1.220814149	2.812345013	1.801933956	1.798559594					
Kif23	1.03E+00	5.433890097	1.93E-17	9.26E-16		Kif23	26.514818	22.28285649	34.04170057	47.67279251	57.93430728	51.45522518	61.950386					
Cxcr3	9.00E-01	5.162119755	2.02E-17	9.66E-16		Cxcr3	26.76674027	24.49883117	21.80998686	40.65311115	46.47400135	45.84920843	44.16463002					
Nusap1	1.50E+00	5.089106682	2.10E-17	1.00E-15		Nusap1	12.7220742	13.91139659	24.07511903	37.29587224	59.83264016	37.97408966	51.55870835					
Phf6	6.64E-01	6.397185966	2.33E-17	1.11E-15		Phf6	65.75171021	63.95549141	63.16482843	94.18581158	98.5023841	94.23447205	109.1792287					
Aspm	1.50E+00	5.268993297	2.46E-17	1.16E-15		Aspm	15.49321907	13.72673204	28.34651112	42.17912884	62.1528248	45.31530207	61.55070609					
Klrk1	-8.53E-01	5.532987979	2.48E-17	1.17E-15		Klrk1	56.80846993	61.06241336	71.77233066	37.54003507	33.53721429	35.30455787	28.97679345					
Sec11c	6.49E-01	7.046834111	2.50E-17	1.17E-15		Sec11c	102.2174575	105.0125778	96.94765674	144.9106395	174.9981685	156.7015158	143.0187943					
Hif1a	6.45E-01	7.293070318	2.62E-17	1.22E-15		Hif1a	125.5832473	123.8483626	112.5447097	179.8259241	181.2556361	167.9802876	204.2364338					
Cks1b	1.33E+00	4.316824837	2.70E-17	1.26E-15		Cks1b	9.321123669	9.479447235	13.84966525	23.25650953	32.27165903	23.09144995	27.97759368					
Dnajb11	6.35E-01	6.960405397	3.33E-17	1.54E-15		Dnajb11	96.48622609	94.17892383	97.85370961	133.8012307	162.7644677	145.0890526	140.0878083					
Il7r	-7.52E-01	7.31385311	3.35E-17	1.55E-15		Il7r	183.9032508	215.4419826	234.149948	136.9753475	101.3147291	129.5390299	116.2402404					
Gbp2	7.42E-01	5.870475042	3.75E-17	1.73E-15		Gbp2	41.18928973	43.14995137	45.04377109	76.48400642	70.66016846	62.93421186	69.27785101					
Ccrl1	2.58E+00	1.148171495	3.84E-17	1.75E-15		Ccrl1	0.503844523	0.615548522	0.647180619	3.052035372	3.515431267	3.203438143	4.063412415					
Rhobtb1	1.56E+00	3.693683127	3.84E-17	1.75E-15		Rhobtb1	5.542289749	7.140362852	5.954061696	13.9172813	23.76431536	17.61890979	16.52010293					
Cdca5	1.44E+00	3.896912519	4.43E-17	2.02E-15		Cdca5	6.61295936	6.647924035	9.707709287	16.29786889	22.56906873	19.35410545	22.91498149					
Lax1	5.99E-01	7.80013986	4.48E-17	2.03E-15		Lax1	180.1244168	180.9712654	164.3191592	251.4877146	251.0721011	252.3374921	276.2454309					
Atp1b1	-7.38E-01	5.674582816	4.71E-17	2.13E-15		Atp1b1	64.17719607	70.04942178	67.6303747	42.91161733	38.59943531	39.44233214	35.37167201					
Erp44	6.50E-01	6.445324762	5.34E-17	2.40E-15		Erp44	68.39689395	64.87881419	67.43622051	95.2235036	109.96269	97.03748043	106.1816293					
Nmral1	1.01E+00	4.786066718	5.36E-17	2.40E-15		Nmral1	17.38263603	17.29691346	18.63880183	29.78786523	39.93529919	35.03760469	34.83876546					
Tbc1d4	8.00E-01	5.560794681	6.06E-17	2.71E-15		Tbc1d4	34.19844697	36.00958852	31.12938778	58.84324197	55.89535714	51.05479541	62.61651918					
Mcm3	8.10E-01	7.055729803	6.13E-17	2.73E-15		Mcm3	90.56605295	84.51481204	108.5969079	138.0130395	174.9278598	144.6218845	187.5831043					
Gbp7	6.61E-01	7.015843162	7.65E-17	3.40E-15		Gbp7	89.62134447	101.6886158	106.0081854	165.7865614	144.2029906	139.2160826	157.2740445					
Cdca8	1.57E+00	4.996649304	1.06E-16	4.71E-15		Cdca8	12.21822967	10.21810546	23.6220926	36.44130234	48.51295148	38.57473431	52.89097471					
Dhrs9	-2.46E+00	2.341137557	1.11E-16	4.87E-15		Dhrs9	4.156717312	12.00319617	12.7494582	1.403936271	1.898332884	1.668457366	1.865172912					
C1qb	-9.12E-01	6.783937474	1.11E-16	4.87E-15		C1qb	114.4986678	169.1527338	175.7095381	83.44264707	86.19837466	82.28831731	63.74894559					
Tiam1	1.02E+00	5.234695249	1.11E-16	4.87E-15		Tiam1	24.49943991	25.4837088	22.39244942	47.24550756	44.64597709	38.77494919	59.7521465					
Nfam1	-9.25E-01	6.418560433	1.30E-16	5.66E-15		Nfam1	91.69970312	128.3418668	138.4966525	73.12676751	57.79369003	61.1322779	50.82596185					
Cxcr2	-1.82E+00	5.803513924	1.56E-16	6.80E-15		Cxcr2	37.72535863	121.7554976	129.5008419	22.34089892	26.99851213	30.23244748	26.44548736					
Pou2af1	5.94E-01	9.377425975	1.74E-16	7.55E-15		Pou2af1	509.008929	527.155754	533.8592927	702.5785426	815.5097453	717.4366675	838.9281304					
Cenpf	1.57E+00	5.457955488	1.80E-16	7.78E-15		Cenpf	14.80043285	14.83471937	33.78282832	50.66378717	68.97276145	53.59085061	69.54430428					
H28	1.67E+00	4.643002488	1.88E-16	8.07E-15		H28	8.880259712	11.26453795	14.30269168	49.50401373	25.31110512	39.84276191	24.64692776					
Fam135a	1.79E+00	2.411204218	1.90E-16	8.13E-15		Fam135a	1.511533568	2.893078052	2.394568291	7.691129137	8.015183288	7.274474117	7.460691647					
Arl4c	-7.78E-01	7.418371209	2.07E-16	8.85E-15		Arl4c	207.3950016	244.6189825	233.7616396	148.6341226	134.0082399	134.544402	98.92077765					
Irf7	1.25E+00	6.646176981	2.11E-16	8.97E-15		Irf7	49.81762718	61.30863277	61.80574913	186.6624833	99.69763073	140.417372	97.52189796					
St6galnac2	-7.48E-01	5.940522371	2.23E-16	9.48E-15		St6galnac2	76.52138688	85.06880571	81.80363026	43.88826865	41.0602372	48.98590828	53.62372122					
Bub1	1.70E+00	4.351074513	2.24E-16	9.49E-15		Bub1	6.424017664	6.586369183	14.43212781	24.41628297	30.7951779	24.42621584	35.17183205					
Tpst1	8.57E-01	5.362320433	2.40E-16	1.01E-14		Tpst1	31.11239927	29.66943875	24.91645384	48.16111817	55.33288814	51.92239324	46.2962562					
6230409E13Rik	4.79E+00	0.089618893	2.48E-16	1.04E-14		6230409E13Rik	0	0.061554852	0.129436124	1.220814149	2.952962264	1.86867225	1.332266366					
H2-K1	5.91E-01	11.2163924	2.56E-16	1.07E-14		H2-K1	2081.696626	1768.163129	1785.053584	2807.323176	2596.919385	2774.377647	2793.362889					
Kcnj10	-1.02E+00	5.111112897	2.69E-16	1.12E-14		Kcnj10	42.3229399	48.07433955	57.85794735	22.40193963	26.15480862	27.29596251	18.78495576					
Tmem48	1.05E+00	4.398887182	2.83E-16	1.18E-14		Tmem48	12.3441908	12.6187447	15.07930843	26.18646349	28.05314151	24.02578608	29.17663341					
Il18r1	-8.04E-01	5.817640919	2.88E-16	1.19E-14		Il18r1	64.86998229	82.36039221	79.99152452	40.77519257	45.34906334	46.44985308	36.23764514					
Tfdp1	8.40E-01	6.380150152	2.92E-16	1.21E-14		Tfdp1	55.86376145	49.73632056	69.57191655	88.20382225	111.087628	93.6338274	113.5757077					
Dtx3l	6.21E-01	7.209415083	3.02E-16	1.24E-14		Dtx3l	113.1760759	116.4002255	116.8808198	191.4846992	157.4210121	174.854332	163.2026298					
Lipc	1.99E+00	2.844949254	3.50E-16	1.44E-14		Lipc	1.511533568	3.262407165	3.365339219	7.752169845	11.3899973	9.410099546	13.52250361					
Ergic1	7.66E-01	6.053951046	3.70E-16	1.52E-14		Ergic1	43.58255121	53.42961169	47.50305744	71.29554629	91.33090431	82.02136413	75.13982302					
Kif15	1.17E+00	5.090676624	4.76E-16	1.94E-14		Kif15	17.0677332	16.8660295	26.85799569	36.44130234	48.65356873	41.04405121	50.95918848					
Scn3a	-2.01E+00	1.703947611	4.80E-16	1.95E-14		Scn3a	5.79421201	6.155485218	5.306881077	1.953302638	1.617098383	1.134551009	0.799359819					
Clip2	9.49E-01	4.783323218	5.09E-16	2.06E-14		Clip2	18.20138338	18.77422991	17.92690315	32.16845282	36.49017655	30.83309213	38.10281806					
Kifc1	1.18E+00	4.3257752	5.14E-16	2.08E-14		Kifc1	10.51775441	10.71054428	14.43212781	23.74483519	28.54530189	22.69102018	29.5097					
Apitd1	1.16E+00	4.130142329	5.21E-16	2.10E-14		Apitd1	11.33650176	9.110118122	11.06678859	21.3642476	22.28783423	21.35625429	25.84596749					
Dhx58	1.01E+00	5.412067655	5.68E-16	2.28E-14		Dhx58	24.37347878	31.1467552	27.24630406	65.6798012	46.05214959	57.26145681	45.16382979					
Chaf1a	1.24E+00	5.142430976	5.75E-16	2.30E-14		Chaf1a	16.43792755	16.12737127	28.21707499	41.69080318	50.83313612	39.44233214	53.69033453					
Ddost	6.53E-01	7.228838219	6.86E-16	2.74E-14		Ddost	110.2159893	116.7695546	117.3985643	160.9033048	204.4574825	180.3936104	157.806951					
Irf1	6.19E-01	7.97399399	8.84E-16	3.52E-14		Irf1	213.8819999	192.8513519	181.1458553	307.0347584	286.5779569	268.621636	305.2222244					
Tlr11	-1.31E+00	3.361302428	9.46E-16	3.73E-14		Tlr11	14.86341342	15.6964873	16.8266961	6.470314988	6.960553908	6.406876287	4.862772234					
Pgam1	5.77E-01	6.884520293	9.47E-16	3.73E-14		Pgam1	90.62903351	96.1486791	94.68252458	129.6504626	138.7892264	130.4066278	145.4834871					
Col14a1	-1.40E+00	3.382439954	9.47E-16	3.73E-14		Col14a1	13.85572437	16.61981009	18.63880183	6.470314988	7.452714286	4.938633804	5.262452144					
Cd33	-1.57E+00	5.19610444	9.89E-16	3.88E-14		Cd33	27.83740988	77.68222344	74.81407957	18.92261931	20.5301186	19.42084374	19.58431557					
Sash1	-1.06E+00	5.302184635	1.16E-15	4.54E-14		Sash1	44.27533743	61.49329732	65.49467865	27.71248118	31.42795553	27.4961774	19.58431557					
